108751902,【猜基金份额，赢壕气红包】券商ETF份额大竞猜，￥2888等你拿！,"<a href=""http://xueqiu.com/S/SH512000"" target=""_blank"">$券商ETF(SH512000)$</a> #猜份额，赢红包# 是时候展示真正的技术了 <img src=""https://assets.imedao.com/ugc/images/face/emoji_32_onlook.png"" title=""[围观]"" alt=""[围观]"" height=""24"" /> 最近老铁们对券商妹特别好，大概看到券商指数一直躺在地板上，估值也达到了婴儿底/胎儿底/地心底/金刚底（<img src=""https://assets.imedao.com/ugc/images/face/emoji_33_face.png"" title=""[捂脸]"" alt=""[捂脸]"" height=""24"" />），贴心的问候如春风拂面<img src=""https://assets.imedao.com/ugc/images/face/emoji_38_flower.png"" title=""[献花花]"" alt=""[献花花]"" height=""24"" />~ 比如<a href=""http://xueqiu.com/n/何意笙箫"" target=""_blank"">@何意笙箫</a> 抢别人家的红包的时候，会@ 券商妹，应该是喊上小妹一起去...",券商ETF,基金,"community/20185/1528421877780-1528421878277.jpg,community/20185/1528421877780-1528421878277.jpg!180x180.png,community/20185/1528421877780-1528421878277.jpg!50x50.png,community/20185/1528421877780-1528421878277.jpg!30x30.png",/7872144979/108751902
id,title,miaosu,user,column,touxiang,link
108736334,违约事件总结分享,关于近期信用违约事件频发的情况，我们总结了几点与大家分享，供参考：1. 数据上看，截至2018年6月5日，最新债券市场不良率约为0.58%，与信贷市场相比，2018年一季度商业银行不良贷款率为1.75%，债券市场不良率相对较低，信用风险整体可控。(数据来源中国债券信息网)2. 违约事件发生长期来看有利...,千为投资,,"community/20184/1526260840483-1526260849731.png,community/20184/1526260840483-1526260849731.png!180x180.png,community/20184/1526260840483-1526260849731.png!50x50.png,community/20184/1526260840483-1526260849731.png!30x30.png",/9193320779/108736334
id,title,miaosu,user,column,touxiang,link
108762752,按照达里奥的理论，中国貌似进入信贷萎缩期了,"之前写了一篇文章《<a href=""https://xueqiu.com/7023440250/107816016"" title=""https://xueqiu.com/7023440250/107816016"" target=""_blank"">叨叨一下我的宏观方法论</a>》，搭了个宏观框架，帮大家摸索自己的分析路线。 今天我分享另一个宏观框架，但不是我自己的，而是大师级人物达里奥的。 达里奥这个人比较热心肠，喜欢分享。他把自己使用的宏观分析方法做成了一个30分钟的视...",投研帮,,"community/20163/1460360988993-1460361025441.jpg,community/20163/1460360988993-1460361025441.jpg!180x180.png,community/20163/1460360988993-1460361025441.jpg!50x50.png,community/20163/1460360988993-1460361025441.jpg!30x30.png",/7023440250/108762752
id,title,miaosu,user,column,touxiang,link
108762548,【美股盘前】“金特会”联合声明内容：朝方承诺完全无核化,一、要闻 1、“金特会”联合声明内容：朝方承诺完全无核化 朝美首脑会晤12日在新加坡嘉佩乐酒店举行，金正恩和特朗普签署了历史性文件，就四项内容达成协议，双方承诺：第一，美国和朝鲜将遵照两国人民的愿望，致力于建立“新型朝美关系”，推动和平与繁荣；第二，两国将共同努力，建立持久稳定的...,放眼观美股,美股,"community/20165/1465884212264-1465884228301.jpg,community/20165/1465884212264-1465884228301.jpg!180x180.png,community/20165/1465884212264-1465884228301.jpg!50x50.png,community/20165/1465884212264-1465884228301.jpg!30x30.png",/4043855103/108762548
id,title,miaosu,user,column,touxiang,link
108749525,光明、金科落子成都，龙泉驿高价地块遭流拍,文| 时代财经 实习生 杨莹莹 6月12日，成都市公共资源交易服务中心拍卖出让三宗土地，其中两宗位于双流，一宗位于龙泉驿。然而，龙泉驿十陵宗地因报名人数不足流拍。 一号宗地位于双流华府板块，地块面积为4.19万平方米，容积率为2.0，属于住宅兼容商业用地。拍卖会上，多家房企为该宗地展开争夺...,时代财经-地产,,"community/20177/1502345055341-1502345076391.png,community/20177/1502345055341-1502345076391.png!180x180.png,community/20177/1502345055341-1502345076391.png!50x50.png,community/20177/1502345055341-1502345076391.png!30x30.png",/7960312867/108749525
id,title,miaosu,user,column,touxiang,link
108694951,如何靠股息率赚钱？,"<a href=""http://xueqiu.com/k?q=%23%E6%B5%81%E6%B5%AA%E8%A1%8C%E6%98%9F%E6%8A%95%E8%B5%84%E5%A4%87%E5%BF%98%E5%BD%95%23"" target=""_blank"">#流浪行星投资备忘录#</a> 股息率专题-第15篇 这个专题写了将近4个月，足见“高股息率策略”是笔者的真爱。 这是最后一篇了。 一、先回答：如何靠股息率赚钱？ 【步骤一、定量】在5-10年的跨度上，找到持续高分红（分红比率&gt;50%）的企业，最好分红呈明显的增长趋势（没有增长趋势，要更高的股息率...",流浪行星,沪深,"community/20143/1398261361517-1398263804686.png,community/20143/1398261361517-1398263804686.png!180x180.png,community/20143/1398261361517-1398263804686.png!50x50.png,community/20143/1398261361517-1398263804686.png!30x30.png",/1193805304/108694951
id,title,miaosu,user,column,touxiang,link
108699939,好股票、好价格，坐等企业成长--专访价值坚守者自由老木头,红刊财经 何艳 最近，A股市场的表现颇有一番“熊途漫漫”的滋味，在“关灯吃面”再度成为一种“风尚”之际，也有部分投资者异常坚定，逆向选择、越跌越买的行为印证了其进行价值投资的逻辑。“近期股价的大幅下跌实际上给投资者提供了较好的买入时机”，雪球私募复利沃德壹号基金经理自由老木头（...,证券市场红周刊,沪深,"community/20133/1364978745677.png,community/20133/1364978745677.png!180x180.png,community/20133/1364978745677.png!50x50.png,community/20133/1364978745677.png!30x30.png",/2994748381/108699939
id,title,miaosu,user,column,touxiang,link
108749380,聊聊调仓操作的想法,"17年减持消费、地产陆续加仓金融，18年增持机场、消费。 很多球友说这是赌博，价投不应该是抱着股票天长地久，调仓是对原本公司理解不足? 其实我对这些公司基本面理解还是超越市场99.9%的人，去年丹神 <a href=""http://xueqiu.com/n/丹书铁券"" target=""_blank"">@丹书铁券</a> 卖飞中国平安感到可惜的时候我就和他提到他那99%(<a href=""http://xueqiu.com/S/SH600004"" target=""_blank"">$白云机场(SH600004)$</a> )后劲很猛，...",逻辑是基石,沪深,"community/20173/1491058234115-1491058250628.jpg,community/20173/1491058234115-1491058250628.jpg!180x180.png,community/20173/1491058234115-1491058250628.jpg!50x50.png,community/20173/1491058234115-1491058250628.jpg!30x30.png",/6950898743/108749380
id,title,miaosu,user,column,touxiang,link
108726851,记MSCI后首份英文版年报——洋河股份,6月11日洋河股份发出一个英文年报，乍一看眼前一亮。难道洋河股份国际化业务有巨大动作了？虽然公司今年一季度4亿收购智利第二大葡萄酒企VSPT集团12.5%股份，但是因为这个小收购业务就出一份英文年报，那是完全没必要的——A股上市公司很多，国际收购业务也不少，真没见过几个上市公司因国际收购...,小芝D,沪深,"community/20183/1524380881163-1524380881394.jpeg,community/20183/1524380881163-1524380881394.jpeg!180x180.png,community/20183/1524380881163-1524380881394.jpeg!50x50.png,community/20183/1524380881163-1524380881394.jpeg!30x30.png",/1655400419/108726851
id,title,miaosu,user,column,touxiang,link
108747863,宜宾五粮液股份有限公司/投资者关系活动,"<a href=""http://xueqiu.com/S/SZ000858"" target=""_blank"">$五粮液(SZ000858)$</a> 时间：2018年6月8日9:00-12:00（2017年度股东大会） 地点：五粮液公司怡心园会议厅 来访人员：招商证券、方正证券、广发证券、天风证券、申万宏源证券、中信证券、泰康资管、华夏基金、汇添富基金等机构投资者、分析师、研究员及个人投资者等 出席接待人员：刘中国（公司董事...",静修身俭养德,沪深,"community/20172/1488355084487-1488355084774.jpg,community/20172/1488355084487-1488355084774.jpg!180x180.png,community/20172/1488355084487-1488355084774.jpg!50x50.png,community/20172/1488355084487-1488355084774.jpg!30x30.png",/1708280333/108747863
id,title,miaosu,user,column,touxiang,link
108752032,教育资产证券化热潮持续 持续看好教育行业板块,【今日财豹】中国政府全面提高教育质量和促进教育公平，在一系列政策推动下，职业教育将迎来高速发展期，随着资本的不断注入，教育资产证券化热潮持续。 教育投资保持高增长 中产阶级消费成主力 2017年，中国教育行业合计吸引近130亿美元的投资，较2016年增长近一倍。其中，投资额最高的K12中小幼...,财经豹社,沪深,"community/20181/1517471111240-1517471117946.jpg,community/20181/1517471111240-1517471117946.jpg!180x180.png,community/20181/1517471111240-1517471117946.jpg!50x50.png,community/20181/1517471111240-1517471117946.jpg!30x30.png",/9963348609/108752032
id,title,miaosu,user,column,touxiang,link
108753666,【原创】一个资深韭菜必须懂！生而脆弱！逃不掉的金融危机轮回——5分钟看穿金融本质,原创声明 声明：本公众号全部内容均为作者原创，禁止转载。如有交流兴趣，可通过公众号沟通或留言。 【原创逗趣】一个资深韭菜必须懂！生而脆弱！逃不掉的金融危机轮回——5分钟看穿金融本质 宋光磊，2018年6月12日 作为一名资深韭菜，必须得有专业精神！ 谈金融危机，我们先采访一下受害者，解锁...,宋光磊,沪深,"community/20184/1526459459316-1526459459865.jpg,community/20184/1526459459316-1526459459865.jpg!180x180.png,community/20184/1526459459316-1526459459865.jpg!50x50.png,community/20184/1526459459316-1526459459865.jpg!30x30.png",/1701036546/108753666
id,title,miaosu,user,column,touxiang,link
108744883,金禾实业基本面资料整理,一、公司介绍 安徽金禾实业股份有限公司是一家主要从事精细化工产品和基础化工产品生产、研发和销售的国家高新技术企业，拥有近100项国家专利和一系列的非专利技术，在自主创新、专利技术方面，均处于同行业领先地位。公司地处距离南京市50公里的安徽省来县。 食品添加剂产品主要包括乙酰磺胺酸钾...,救生队山姆队长,沪深,"community/20155/1434007485090-1434007501354.jpg,community/20155/1434007485090-1434007501354.jpg!180x180.png,community/20155/1434007485090-1434007501354.jpg!50x50.png,community/20155/1434007485090-1434007501354.jpg!30x30.png",/7040548394/108744883
id,title,miaosu,user,column,touxiang,link
108746758,未来大趋势的公司有哪些？,"有智慧不如趁势，是我2009年采访曹仁超时印象最深刻的一句话。踩对了大趋势，或者说产业发展大趋势，事半功倍。我感觉在人均GDP超过8000美元之后，中国未来大趋势的行业如下: 1,老龄化趋势之下，医疗卫生行业将迎来大发展。不过，中国的医药行业的路跟美国和日本都应该不同，美国重视研发，中国医...",艾米米,沪深,"community/20142/1393822920129-1393822941732.jpg,community/20142/1393822920129-1393822941732.jpg!180x180.png,community/20142/1393822920129-1393822941732.jpg!50x50.png,community/20142/1393822920129-1393822941732.jpg!30x30.png",/7383092954/108746758
id,title,miaosu,user,column,touxiang,link
108747591,产经 | 快递业抢滩零售忙,"在越来越多的人加入零售业混战时，一直扮演电商“配角”的快递业其实早已瞧准这一商机。 文│本刊记者 姚 尧 4月13日,国家邮政局发布今年一季度快递行业经济数据。一季度快递业务量增速放缓,快递业务收入已占我国国内生产总值的6.2%。与此同时，快递行业自身正发生变化，在主营业务以外更多快递企...",中国经济信息杂志,沪深,"community/20138/1378186957394-1378186982761.png,community/20138/1378186957394-1378186982761.png!180x180.png,community/20138/1378186957394-1378186982761.png!50x50.png,community/20138/1378186957394-1378186982761.png!30x30.png",/2371424990/108747591
id,title,miaosu,user,column,touxiang,link
108761678,房企销售业绩破3000亿！有多少购房者相信房价还能再往上涨？,今年一月到五月份房企的销售数据出来了，其中大房企的销售业绩纷纷有所增长，甚至有破3000亿的情况。房企前100名销售总体规则则突破了3.47亿，同比增长33.5%。数据一目了然，房市真的降温了吗？ 不管房市降温没降温，永远都是有人在买房的。 实际上，现在不被看好的房子主要是建在经济发展一般，...,诸葛找房,房产,"community/20176/1499939095323-1499939098624.jpeg,community/20176/1499939095323-1499939098624.jpeg!180x180.png,community/20176/1499939095323-1499939098624.jpeg!50x50.png,community/20176/1499939095323-1499939098624.jpeg!30x30.png",/4590929237/108761678
id,title,miaosu,user,column,touxiang,link
108760408,这个一线城市，房价涨疯了！,文 | T教授 2018年以来，香港房价不仅大幅跑赢恒生指数，还再度荣登“全球头条”。 据华尔街日报报道，莱坊国际全球房价指数显示，截至今年3月，香港房价同比上涨15%，高踞全球各大住宅市场之首。 而从2008年莱坊国际推出该项指数以来，香港已有10次问鼎榜首。这表现确实很符合大家印象中的香港。...,天天说钱,房产,"community/20180/1516081286759-1516081512485.jpg,community/20180/1516081286759-1516081512485.jpg!180x180.png,community/20180/1516081286759-1516081512485.jpg!50x50.png,community/20180/1516081286759-1516081512485.jpg!30x30.png",/4918059469/108760408
id,title,miaosu,user,column,touxiang,link
108756652,行业研究丨房地产行业政策风险分析预测——基于商业地产的分析,摘要 在经济平稳运行、消费稳定增长的背景下，商业地产市场整体发展态势良好。但商业地产问题也比较突出：局部区域内城市间布局失衡，区域内供需关系失衡，融资瓶颈制约大，由此形成了城市群在商业地产上行业政策风险的差异。本文从需求和供给的角度切入，重点分析长三角城市群、京津冀城市群以及...,大公,房产,"community/20184/1525417620532-1525417626364.jpg,community/20184/1525417620532-1525417626364.jpg!180x180.png,community/20184/1525417620532-1525417626364.jpg!50x50.png,community/20184/1525417620532-1525417626364.jpg!30x30.png",/1415896108/108756652
id,title,miaosu,user,column,touxiang,link
108757281,深圳到底有多少套房子,01、 深圳的“二次房改”新闻通稿发出来后，很多人都跑过来问安静同样一个问题：未来深圳将供应170万套房，深圳的房价会涨还是跌？ 对于这样的问题，安静已经见怪不峄了。而且，每当楼市有一个新的政策发布出来，大家问的问题基本也都一样。 问的对嘛？其实没错，但是，很多人也许忽略了这个时间...,安静2012,房产,"community/201711/1514441901456-1514441907896.jpg,community/201711/1514441901456-1514441907896.jpg!180x180.png,community/201711/1514441901456-1514441907896.jpg!50x50.png,community/201711/1514441901456-1514441907896.jpg!30x30.png",/1556977636/108757281
id,title,miaosu,user,column,touxiang,link
108743692,黄益平：房地产升级换代有可能成为新经济,2018年6月5日，经济观察报社在北京中国大饭店主办第十五届（2018）中国蓝筹地产年会，众多高规格专家和房企高层汇聚一堂，围绕”城乡进化论——以美好生活为蓝图“主题，从不同的领域和角度，分享各自思考。以下为部分嘉宾演讲实录节选——编者按 演讲者/黄益平北京大学国家发展研究院副院长、央...,经济观察报,房产,"community/20167/1472028683262-1472028683588.jpeg,community/20167/1472028683262-1472028683588.jpeg!180x180.png,community/20167/1472028683262-1472028683588.jpeg!50x50.png,community/20167/1472028683262-1472028683588.jpeg!30x30.png",/3502728586/108743692
id,title,miaosu,user,column,touxiang,link
108740215,深度干货|深圳房价还会涨！,深圳房价还会涨！ 这还用说! 全国最年轻有活力的城市，有最好的企业，最好的经济结构，最好的环境，土地最稀缺…… 好吧，你都知道了，我就不说了! 但我告诉你，你说的这些，在2015年3月前的深圳都有，那时深圳就缺地，那时华为、腾讯等甚多企业就很牛逼，那时深圳的大运会开过城市焕然一新，那时...,亲戚买房,房产,"community/201710/1509506713206-1509506713535.jpg,community/201710/1509506713206-1509506713535.jpg!180x180.png,community/201710/1509506713206-1509506713535.jpg!50x50.png,community/201710/1509506713206-1509506713535.jpg!30x30.png",/3522825622/108740215
id,title,miaosu,user,column,touxiang,link
108697360,不差钱的千亿俱乐部地产玩家为何突然提速,导读 小债留意到龙湖地产将要更名为龙湖集团的一则消息。目前公司更名已获股东大会通过，「龙湖地产有限公司」将更改为「龙湖集团控股有限公司」。经过20余年的发展，龙湖地产从“小而美”逐渐成长为大型房企，如今已在头部房企占有一席之地。除了发展成果，更引人关注的还是龙湖稳健的财务盘面。...,债市观察,房产,"community/20184/1525682304115-1525682306941.png,community/20184/1525682304115-1525682306941.png!180x180.png,community/20184/1525682304115-1525682306941.png!50x50.png,community/20184/1525682304115-1525682306941.png!30x30.png",/6940750704/108697360
id,title,miaosu,user,column,touxiang,link
108707720,未来3折就能买到房，产权分割是降价的终极武器吗？,来源/微信公众号：樱桃大房子（ytdfz8）； 作者：樱桃 1 这几天有个截图在微博上流传盛广，有些敏感我就不贴上来了，大意是； 国家要彻底放弃房地产作为经济支柱的功能了，国税和地税合并也是在想法优化地方经济结构。 目前一线城市的房子流动性已经锁定，二线城市等他们再圈一波后也快接近尾声，...,樱桃小房子,房产,"community/20171/1487903457080-1487903467161.jpg,community/20171/1487903457080-1487903467161.jpg!180x180.png,community/20171/1487903457080-1487903467161.jpg!50x50.png,community/20171/1487903457080-1487903467161.jpg!30x30.png",/1767867125/108707720
id,title,miaosu,user,column,touxiang,link
108712856,如果有人大量抛售北上广房产，会产生蝴蝶效应吗？,如果有人大量抛售北上广房产，会产生蝴蝶效应吗？ 看房价把人逼成啥样了，有的人为了看到房价下跌，真的什么主意都敢出、什么办法都敢想、什么问题都敢问。可不，近日，网上有人问，假如有人大规模抛售已经赚了钱的北上广的房产，会产生蝴蝶效应吗？ 看到这个问题，我的第一感觉就是，这是一个完...,谭浩俊,房产,"community/20180/1517398490535-1517398502454.jpg,community/20180/1517398490535-1517398502454.jpg!180x180.png,community/20180/1517398490535-1517398502454.jpg!50x50.png,community/20180/1517398490535-1517398502454.jpg!30x30.png",/9847622691/108712856
id,title,miaosu,user,column,touxiang,link
108599629,二手房接近7万的川沙 房价究竟有多大水分,说到川沙，大家肯定都不陌生。的确，自从大名鼎鼎的迪士尼度假区确定落户川沙之后，这里就被投入了大量关注的目光。 而根据最新的上海市总体规划，川沙已经被纳入了上海主城并成为了上海新兴的副中心，在城市能级上与虹桥、张江、金桥、莘庄、五角场等地区并列。 ▲根据上海主城区布局规划，川沙...,易眼看房头条君,房产,"community/20181/1517799524058-1517799524255.jpg,community/20181/1517799524058-1517799524255.jpg!180x180.png,community/20181/1517799524058-1517799524255.jpg!50x50.png,community/20181/1517799524058-1517799524255.jpg!30x30.png",/1043908717/108599629
id,title,miaosu,user,column,touxiang,link
108764895,再谈谈抖音做社交,"一个月前写过一个帖子《抖音真的没有可能做社交和通讯？》<a href=""https://xueqiu.com/7607677791/106917765"" title=""https://xueqiu.com/7607677791/106917765"" target=""_blank"" class=""status-link"">网页链接</a>当时探讨抖音做社交甚至即时通讯的可能，看到了很多建设性的观点，但大家总体还是觉得可能性比较小，特别是能做成功的可能性几乎没有。我们现在回头看下一个月之后的抖音。 下图中是一个抖音的首...",秃鹫投资,港股,"community/20173/1493135558964-1493135559348.jpg,community/20173/1493135558964-1493135559348.jpg!180x180.png,community/20173/1493135558964-1493135559348.jpg!50x50.png,community/20173/1493135558964-1493135559348.jpg!30x30.png",/7607677791/108764895
id,title,miaosu,user,column,touxiang,link
108763964,微视陷拖薪负面，腾讯两度进军短视频之难,【摘要】分析认为，当前短视频行业在整体移动互联网用户中渗透率较低，未来1、2年将持续增长。随着用户红利的逐渐结束，真正的市场竞争才开始。 文 | 时代财经 张锐 日前，腾讯旗下短视频平台微视被指拖欠工资，多名微视达人“在线维权”。随后，腾讯官方发布声明澄清4月补贴已于6月2日结算，部分...,时代商见,港股,"community/20174/1495095933068-1495095950304.jpg,community/20174/1495095933068-1495095950304.jpg!180x180.png,community/20174/1495095933068-1495095950304.jpg!50x50.png,community/20174/1495095933068-1495095950304.jpg!30x30.png",/8342237182/108763964
id,title,miaosu,user,column,touxiang,link
108756993,房地产龙头年报透露的2018行动攻略！,摘要：2018年的5月进入盛夏，房地产行业已经光着膀子加油干了。1-5月，碧桂园、恒大、万科、融创、保利、中海、龙湖、华润、绿地、华夏幸福10家龙头企业销售业绩同比平均增长21.5%，继续领跑行业。什么策略指引这些龙头企业取得骄人业绩？今年的市场怎么发展，他们又将有何举措呢？看看他们在2017...,香港中小,港股,"community/20185/1528420029134-1528420029399.jpg,community/20185/1528420029134-1528420029399.jpg!180x180.png,community/20185/1528420029134-1528420029399.jpg!50x50.png,community/20185/1528420029134-1528420029399.jpg!30x30.png",/1034977224/108756993
id,title,miaosu,user,column,touxiang,link
108746570,周黑鸭财务造假了吗？,风险提示：本文基于公开信息进行的基本面分析和讨论，不做任何股票推荐，据此买入，风险自担。周黑鸭上市以来争议非常大，它的店均收入超过了300w，很多人认为是虚高的，财务可能有水分，我开始也是半信半疑，于是做了一些研究，认为周黑鸭并没有造假，在这里分享给大家。1、周黑鸭的供应商供货数...,醉墨轻歌,港股,"community/20146/1404812418011-1404812428922.jpg,community/20146/1404812418011-1404812428922.jpg!180x180.png,community/20146/1404812418011-1404812428922.jpg!50x50.png,community/20146/1404812418011-1404812428922.jpg!30x30.png",/6029248171/108746570
id,title,miaosu,user,column,touxiang,link
108751306,融创中国股东会重点,1，2018销售保守4500-5000亿，利润150，主要利润释放在19年20年预计350亿。2，看宏观，干微观，适应中观。3，现金流比净资产提升更重要。4，乐视投资计提为0。5，回购为了激励团队，不是抬高股价，不要本末倒置。6，首先安全性，其次是发现。7，海南，西安，上海问题不大，持续看好海南。8，文旅...,simple_investment,港股,"community/20184/1526696836243-1526696836565.jpeg,community/20184/1526696836243-1526696836565.jpeg!180x180.png,community/20184/1526696836243-1526696836565.jpeg!50x50.png,community/20184/1526696836243-1526696836565.jpeg!30x30.png",/4358757505/108751306
id,title,miaosu,user,column,touxiang,link
108726908,世纪阳光3.5亿出售上海王的实业，或为后者独立上市做准备,文/纸业内参 作者/冯颖 转载请注明来源“纸业内参（pulpaperinfo）” 阳光纸业公告，2018年6月11日，上海鲁达纸制品拟向山东世纪阳光纸业(公司持有99.9%)及昌乐新迈纸业(公司持有100%)购买上海王的实业96.54%股权，现金总代价人民币3.5亿元。 据悉，目标公司及其附属公司主要从事买卖包装产品及包...,纸业内参,港股,"community/20185/1528621262981-1528621263160.jpg,community/20185/1528621262981-1528621263160.jpg!180x180.png,community/20185/1528621262981-1528621263160.jpg!50x50.png,community/20185/1528621262981-1528621263160.jpg!30x30.png",/7603148878/108726908
id,title,miaosu,user,column,touxiang,link
108744267,【Y模型分析】石药集团（1093）结构不错 上行挑战26港元,"上周四（7日）13：32，Y模型曾点评<a href=""http://xueqiu.com/S/01093"" target=""_blank"">$石药集团(01093)$</a> ：石药集团暂时维持分值75，破25将会考虑调整分值。 后来石药分值有所下调，直至今天分值维持在74分。 今天（12日）13：41，Y模型再次点评石药：石药集团结构还不错，但是量能稍有不足，短期仍然可以关注，上行挑战26港元的压力。（ 量能代表...",窝轮资讯,港股,"community/20182/1521438492932-1521438534589.jpg,community/20182/1521438492932-1521438534589.jpg!180x180.png,community/20182/1521438492932-1521438534589.jpg!50x50.png,community/20182/1521438492932-1521438534589.jpg!30x30.png",/9632408262/108744267
id,title,miaosu,user,column,touxiang,link
108750414,小米上市是独角兽还是毒角兽,我是米聊的早期用户，这块app也直接触发从华为离职义无反顾地投入移动互联网行业，加入的第一家互联网公司一年后被小米收购，之后也一直在关注小米的发展，买了很多小米的产品。 小米发展很快，逻辑也比较看不清，马上IPO了，在此也简单罗列下信息。 香港信报援引未具名市场人士报道称，预计小米...,叮当他哥-丁昊凯,港股,"community/20179/1507736047852-1507736067883.jpg,community/20179/1507736047852-1507736067883.jpg!180x180.png,community/20179/1507736047852-1507736067883.jpg!50x50.png,community/20179/1507736047852-1507736067883.jpg!30x30.png",/4074989408/108750414
id,title,miaosu,user,column,touxiang,link
108748103,【天风海外】新酒旧瓶攻心计，再谈港股做空新套路,感谢各位领导支持！天风海外喜获新财富最佳海外市场研究团队第二名。我们的使命是以最中肯的角度去分析并协助投资者做出最正确的投资决定。 华尔街实力+硅谷驱动力+港股老司机：我们集中研究美国科技趋势、美股TMT巨头动向及港股策略/TMT/大消费板块。我们不忘初心，放眼世界，兼具全球技术最前瞻...,天风海外何翩翩,港股,"community/20172/1489638157566-1489638162878.jpg,community/20172/1489638157566-1489638162878.jpg!180x180.png,community/20172/1489638157566-1489638162878.jpg!50x50.png,community/20172/1489638157566-1489638162878.jpg!30x30.png",/5666628481/108748103
id,title,miaosu,user,column,touxiang,link
108739007,港股新股丨怡园酒业 (8146.HK),港股新股丨怡园酒业 (8146.HK) 公司概览 公司是一家以「怡园酒庄」为品牌，位于山西屡获殊荣且历史悠久的葡萄酒生产商。自一九九七年创办以来，公司一直致力酿制优质、物超所值的葡萄酒以满足客户的广泛口味及价格偏好。于往绩记录期间，公司近乎全部葡萄酒产品均在中国销售，最大销售地点为公司...,进光吧,港股,"community/201710/1511424630792-1511518069986.png,community/201710/1511424630792-1511518069986.png!180x180.png,community/201710/1511424630792-1511518069986.png!50x50.png,community/201710/1511424630792-1511518069986.png!30x30.png",/1214882335/108739007
id,title,miaosu,user,column,touxiang,link
